location_key,city,state_abbreviation,state_fips,zip_code,ruca_code,ruca_description,country
12841,Aibonito,PR,72,00705,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12842,Valentine,NE,31,69201,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
12843,Montgomery,NY,36,12549,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12844,Tazewell,TN,47,37879,8.0,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",US
12845,Cedar Hill,MO,29,63016,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12846,Townville,PA,42,16360,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
12847,Purcelville,VA,51,20132,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12848,Holmes Beach,FL,12,34217,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12849,Pen Argyl,PA,42,18072,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12850,Louisville,KY,21,40214,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12851,New Tripoli,PA,42,18066,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12852,Niles,OH,39,44446,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12853,Mayaguez,PR,72,00681,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12854,Minersville,PA,42,17954,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
12855,Hollywood,FL,12,33023,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12856,Salem,AR,05,72576,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
12857,Powderly,KY,21,42367,8.0,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",US
12858,Richmond,VA,51,23236,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12859,Perry,MI,26,48872,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12860,Williston,FL,12,32696,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12861,Avalon,PA,42,15202,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12862,Delmont,PA,42,15626,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12863,Howell,MI,26,48855,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12864,Sandstone,MN,27,55072,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
12865,Glen Rose,TX,48,76043,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
12866,Coopersville,MI,26,49404,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12867,Hudson,NC,37,28638,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12868,Fairbury,IL,17,61739,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
12869,Phila,PA,42,19136,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12870,Highland Park,MI,26,48203,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12871,Ellington,CT,09,06029,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12872,Port Saint Lucie,FL,12,34984,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12873,Anmoore,WV,54,26323,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
12874,Highland,MI,26,48357,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12875,Big Pine Key,FL,12,33043,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
12876,Waverly,PA,42,18471,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12877,Bayard,NE,31,69334,10.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",US
12878,Randolph,VT,50,05060,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
12879,Middlefield,OH,39,44062,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12880,Ely,MN,27,56636,8.0,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",US
12881,Omaha,NE,31,68108,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12882,Kansas City,MO,29,64138,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12883,Hillside,IL,17,60162,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12884,Leechburg,PA,42,15656,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12885,Whiteriver,AZ,04,85941,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12886,New Boston,OH,39,45662,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
12887,Waverly,TN,47,37185,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
12888,Elmsford,NY,36,10523,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12889,Doral,FL,12,33172,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12890,Howards Grove,WI,55,53083,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12891,Grabill,IN,18,46741,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12892,Arco,ID,16,83213,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
12893,Saint Petersburg,FL,12,33702,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12894,Rosedale,MS,28,38769,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
12895,Houston,TX,48,77087,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12896,Salinas,CA,06,93907,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12897,North Smithfield,RI,44,02865,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12898,Cutler Bay,FL,12,33189,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12899,Houston,TX,48,77088,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12900,N Charleston,SC,45,29420,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12901,Bend,OR,41,97707,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12902,Palo Cedro,CA,06,96073,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12903,Marlette,MI,26,48453,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
12904,La Puente,CA,06,91746,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12905,West Hollywood,CA,06,90046,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12906,Ayer,MA,25,01432,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12907,Rocky Mount,NC,37,27801,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12908,Snoqualmie,WA,53,98065,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12909,Telford,PA,42,18969,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12910,Bolton,MA,25,01740,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12911,Manchester Village,VT,50,05254,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
12912,Berkeley,IL,17,60163,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12913,Deptford,NJ,34,08096,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12914,St Maries,ID,16,83861,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
12915,Minooka,IL,17,60447,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12916,Wilburton,OK,40,74578,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
12917,South Pittsburg,TN,47,37380,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",US
12918,Elizabethtown,NC,37,28337,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
12919,Kremmling,CO,08,80459,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
12920,Absecon,NJ,34,08201,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12921,Akron,OH,39,44310,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12922,Chicago,IL,17,60686,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12923,Ponca City,OK,40,74604,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
12924,Marietta,OK,40,73448,10.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",US
12925,Morristown,TN,47,39813,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12926,Powhatan,VA,51,23139,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12927,Monroeville,AL,01,36460,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
12928,New Glarus,WI,55,53574,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12929,St. Paul,MN,27,55107,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12930,Shorewood,WI,55,53211,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12931,Gridley,IL,17,61744,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12932,Somerville,TN,47,38068,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12933,Lexington,OH,39,44904,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12934,Oak Grove,LA,22,71263,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
12935,Winston-Salem,NC,37,27106,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12936,Rogers City,MI,26,49779,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
12937,Santa Fe,NM,35,87501,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12938,Yadkinville,NC,37,27055,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12939,Trenton,NJ,34,08629,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12940,Ft Collins,CO,08,80525,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12941,Saluda,VA,51,23149,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
12942,Jeffersonville,PA,42,19403,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12943,Sumner,GA,13,31789,8.0,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",US
12944,Dawes,WV,54,25054,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12945,Berlin,PA,42,15530,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
12946,Fairfield,IA,19,52556,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
12947,Plains,PA,42,18705,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12948,Storrs Mansfield,CT,09,06268,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12949,Atoka,TN,47,38004,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12950,Grosse Pointe,MI,26,48236,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12951,Sussex,NJ,34,07461,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12952,Prospect,CT,09,06712,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12953,Columbus,MS,28,39710,7.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",US
12954,Canyonville,OR,41,97417,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
12955,Mt Airy,NC,37,27030,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
12956,Westmoreland,KS,20,66549,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
12957,Minneota,MN,27,56264,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
12958,Gasport,NY,36,14067,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12959,Minneapolis,MN,27,55438,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12960,Anniston,AL,01,36201,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12961,Chanrlotte,NC,37,28204,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12962,Worthington,MA,25,01098,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12963,Tuttle,OK,40,73089,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12964,Parkston,SD,46,57366,10.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",US
12965,Chandler,AZ,04,85024,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12966,Maquoketa,IA,19,52060,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
12967,Bridgeport,MI,26,48722,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12968,Itasca,IL,17,60143,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12969,Elk Grove,IL,17,60007,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12970,Rockford,IL,17,61109,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12971,Leicester,MA,25,01524,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12972,Troy,NY,36,12182,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12973,Urbandale,IA,19,50323,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12974,Superior,CO,08,80027,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12975,Somerset,OH,39,43783,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
12976,North Berwick,ME,23,03906,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
12977,Turlock,CA,06,95203,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12978,Normandy Park,WA,53,98148,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12979,Acushnet,MA,25,02743,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12980,Middleport,NY,36,14105,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
12981,Derry,PA,42,15627,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12982,Bon Aqua,TN,47,37025,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12983,Gilchrist,OR,41,97737,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12984,Wysox,PA,42,18854,8.0,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",US
12985,Seattle,WA,53,98117,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12986,Nicoma Park,OK,40,73066,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12987,Santa Fe Spring,CA,06,90670,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12988,Lester Prairie,MN,27,55354,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
12989,St. Paul,MN,27,55109,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12990,Fort Wayne,IN,18,46819,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12991,Bayboro,NC,37,28515,10.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",US
12992,Milwaukee,WI,55,53214,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12993,Cold Spring,NY,36,10516,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12994,Guthrie,OK,40,73044,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",US
12995,Lexington,IN,18,47138,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
12996,Cheorkee,NC,37,28719,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
12997,Garnett,KS,20,66032,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
12998,Mandeville,LA,22,70470,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
12999,Charleston,SC,45,29492,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13000,Woodstock,NY,36,12498,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
13001,Laie,HI,15,96762,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",US
13002,Honea Path,SC,45,29654,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
13003,Montezuma,GA,13,31063,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
13004,Mt Vernon,NY,36,10550,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13005,La Mesa,TX,48,79331,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
13006,East Haven,CT,09,06513,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13007,Rio Piedras,PR,72,00921,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13008,Glencoe,MO,29,63038,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
13009,N Brookfield,MA,25,01535,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
13010,Arcadia,MI,26,49613,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
13011,Eleanor,WV,54,25070,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13012,Highland,UT,49,84003,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13013,Ft Worth,TX,48,76177,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13014,Havana,IL,17,62644,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
13015,Monroe City,MO,29,63456,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
13016,Wabasso,MN,27,56293,10.3,"Secondary flow 30% to <50% to a urban cluster of 2,500 to 9,999",US
13017,Phila,PA,42,19134,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13018,Jordan,MN,27,55352,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
13019,Chester,MT,30,59522,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
13020,Moorhead,MN,27,56563,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13021,Coeur Dalene,ID,16,83814,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13022,Fairview,PA,42,16415,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13023,Shermansdale,PA,42,17090,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
13024,Monticello,IL,17,61856,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",US
13025,Blades,DE,10,19973,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13026,Sebewaing,MI,26,48759,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
13027,Milwaukee,WI,55,53213,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13028,Woodcliff Lake,NJ,34,07677,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13029,Young Harris,GA,13,30582,10.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",US
13030,Gig Harbor,WA,53,98329,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13031,Brasher Falls,NY,36,13613,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
13032,Harper Woods,MI,26,48225,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13033,Branchport,NY,36,14418,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
13034,West Union,SC,45,29696,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
13035,Helena,OK,40,73741,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
13036,Piedmont,AL,01,36272,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
13037,29 Palms,CA,06,92277,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
13038,Clarksville,OH,39,45113,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
13039,Fayetteville,NC,37,28307,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13040,Sunrise,FL,12,33322,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13041,Pikeville,TN,47,37367,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
13042,Avila Beach,CA,06,93424,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13043,Meyersdale,PA,42,15552,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
13044,Drain,OR,41,97435,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
13045,New England,ND,38,58647,10.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",US
13046,Polk City,IA,19,50226,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
13047,Conrad,MT,30,59425,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
13048,Rupert,VT,50,05768,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
13049,Queens Village,NY,36,11429,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13050,Denver,CO,08,80246,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13051,Warrenville Hts,OH,39,44128,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13052,Oak Ridge,NJ,34,07438,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
13053,Minneapolis,MN,27,55450,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13054,Faison,NC,37,28341,8.0,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",US
13055,Middle Island,NY,36,11953,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13056,Zephyr Cove,NV,32,89448,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
13057,New Oxford,PA,42,17350,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13058,Baker,MT,30,59313,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
13059,Charleston,SC,45,29525,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
13060,Greers Ferry,AR,05,72067,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
13061,Weimar,CA,06,95736,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
13062,Lorain,OH,39,44052,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US
13063,Rock Valley,IA,19,51247,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
13064,Millen,GA,13,30442,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
13065,Lumpkin,GA,13,31815,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
13066,Peekskill,NY,36,10566,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13067,Cincinnati,OH,39,45207,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13068,Crestwood,IL,17,60418,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13069,Rancho Palos Verdes,CA,06,90275,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13070,Sulphur,OK,40,73086,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
13071,Harrisburg,NC,37,28075,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13072,Mancos,CO,08,81328,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
13073,Circle,MT,30,59215,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
13074,Le Sueur,MN,27,56058,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
13075,Patton,CA,06,92369,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13076,Eastpointe,MI,26,48021,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13077,Las Vegas,NV,32,89141,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13078,Hometown,IL,17,60456,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13079,Ft Warren Afb,WY,56,82005,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13080,Fulshear,TX,48,77441,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
13081,Marshall,TX,48,75672,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
13082,Jamestown,CA,06,95327,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
13083,Nashville,TN,47,37238,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13084,Fort Pierce,FL,12,34951,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
13085,Sheffield,IL,17,61361,6.0,"Micropolitan low commuting: primary flow 10% to <30% to a urban cluster of 10,000 to 49,999",US
13086,Graham,TX,48,76450,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
